        60855  2.39147417E-02  1.41398625E+00  2.27754195E+00       60854           0   0  11   0  6.02358600E-01  0.00000000E+00  2.71423095E-05  0.00000000E+00  1.27466372E-02  0.00000000E+00  4.86557692E-06  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.65047409E+01  1.07893843E+00  1.51315126E+01  1.65047409E+01  1.07893843E+00  1.51315126E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
        90892  4.64136734E-02 -1.26101989E+00  2.83878326E+00       91782      106929   1  11  11  7.60979681E-01  5.62124405E-01  6.60524675E-06  9.49261951E-05  1.07649171E-02  1.33026484E-02  1.54755130E+07  3.15627824E-05             0             0  6.62259061E+02  3.58716027E-05  1.49893120E+01  8.07249542E-01  1.39708418E+01  1.76246676E+01  1.25827811E+00  1.65048680E+01  1.50896572E+01  7.72088542E-01  1.40815198E+01
        57436  5.06777804E-02 -1.53526662E+00  1.99820994E+00       57435           0   0  12   0  1.29376898E+00  0.00000000E+00  6.13785447E-06  0.00000000E+00  4.34723204E-03  0.00000000E+00  1.94759354E-05  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.80823494E+01  8.96500688E-01  1.69209486E+01  1.80823494E+01  8.96500688E-01  1.69209486E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
        68171  5.27137256E-02  3.29451706E-01  8.74034243E-01       68170           0   0  11   0  1.16574218E+00  0.00000000E+00  5.60190861E-06  0.00000000E+00  6.11391361E-03  0.00000000E+00  1.09279727E-05  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.80631968E+01  1.05689452E+00  1.67588140E+01  1.80631968E+01  1.05689452E+00  1.67588140E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
         8179  5.61390438E-02 -2.76003119E-01  1.08266191E+00        8178           0   0   1   0  8.33088826E-01  0.00000000E+00  1.08497585E+00  0.00000000E+00  9.75603890E-01  0.00000000E+00  2.67025546E+02  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  4.85865588E+00  5.58675989E-01  4.20387156E+00  4.85865588E+00  5.58675989E-01  4.20387156E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
        91713  5.85442163E-02  8.37786485E-01  1.23520642E-01       93424       93425   1   1   0  6.91831129E-01  1.53191039E-01  2.67850853E-01  3.90553519E-03  6.80073875E-01  1.80782795E-01  2.49822614E+02  1.12761360E+01             0             0  6.17539697E+03  9.79578708E-01  6.55007328E+00  8.47709527E-01  5.62861519E+00  6.55432397E+00  8.45584504E-01  5.64018731E+00  1.25703621E+01  1.59906016E+00  1.05651743E+01
        96797  5.90315660E-02  9.59380195E-01  3.24594130E-01       11559           0   0  12   0  1.22017251E+00  0.00000000E+00  5.82496982E-06  0.00000000E+00  5.41009961E-03  0.00000000E+00  1.33336468E-05  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.80803079E+01  1.00036336E+00  1.68083227E+01  1.80803079E+01  1.00036336E+00  1.68083227E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
        81405  6.11716471E-02  7.84897923E-02  8.93772602E-01       81404           0   0  11   0  6.83760438E-01  0.00000000E+00  1.29731981E-05  0.00000000E+00  1.16959286E-02  0.00000000E+00  5.09104953E-06  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.71178660E+01  1.18019410E+00  1.57496755E+01  1.71178660E+01  1.18019410E+00  1.57496755E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
        72755  6.19852371E-02  2.38621125E+00  5.40063732E-01       72754           0   0  11   0  8.48526982E-01  0.00000000E+00  5.26341931E-06  0.00000000E+00  9.75738709E-03  0.00000000E+00  5.89451368E-06  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.78383112E+01  1.25282230E+00  1.67701469E+01  1.78383112E+01  1.25282230E+00  1.67701469E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
        72774  6.22518197E-02  6.79054927E-01  2.07274689E+00       72773           0   0  11   0  8.98326717E-01  0.00000000E+00  5.07103308E-06  0.00000000E+00  9.19698695E-03  0.00000000E+00  6.26693584E-06  0.00000000E+00             0             0  0.00000000E+00  0.00000000E+00  1.79029880E+01  1.23447767E+00  1.67994062E+01  1.79029880E+01  1.23447767E+00  1.67994062E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
